id,category,base,treatment,data_needed,limitation,U,T,S,D,C,M,P,score,scan_score,research_score,readiness,release_gate
COM-03-09,components,Opposing argument pair,chronological sequence,paired proposition IDs and accepted evidence,False balance if no genuine opposing evidence exists; context clear; relevance still needs ranking,5,4,4,5,5,5,4,91.2,89.6,92.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-03-10,components,Opposing argument pair,preserve appearance; improve semantics,paired proposition IDs and accepted evidence,False balance if no genuine opposing evidence exists; labels and keyboard states first,5,5,4,5,5,5,5,97.2,95.2,98.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-01,components,Compact issue row with chart preview,always visible compact row,"title, share series, dates, breadth",Chart scale and low coverage must be legible; limited room for caveat; open detail,4,4,5,4,3,5,5,84.4,86.8,81.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-02,components,Compact issue row with chart preview,full-width editorial card,"title, share series, dates, breadth",Chart scale and low coverage must be legible; readable bounded excerpt,4,4,4,4,3,5,5,81.6,82.0,79.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-03,components,Compact issue row with chart preview,inline expandable detail,"title, share series, dates, breadth",Chart scale and low coverage must be legible; expansion preserves place,4,4,4,5,3,5,5,84.4,84.0,83.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-04,components,Compact issue row with chart preview,side drawer plus permalink,"title, share series, dates, breadth",Chart scale and low coverage must be legible; focus and back stack require care,4,4,4,5,3,5,4,82.8,82.8,82.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-05,components,Compact issue row with chart preview,dedicated routed detail,"title, share series, dates, breadth",Chart scale and low coverage must be legible; extra navigation but source addressable,4,4,4,5,3,5,5,84.4,84.0,83.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-06,components,Compact issue row with chart preview,hover preview plus click detail,"title, share series, dates, breadth","Chart scale and low coverage must be legible; hover enhancement only, never sole access",4,4,5,4,3,4,5,82.4,84.4,80.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-07,components,Compact issue row with chart preview,select-and-compare tray,"title, share series, dates, breadth",Chart scale and low coverage must be legible; state can distract from current task,4,4,4,4,4,5,4,82.0,82.4,81.2,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-08,components,Compact issue row with chart preview,pinned sidebar,"title, share series, dates, breadth",Chart scale and low coverage must be legible; moves below summary on mobile,4,4,5,4,3,4,5,82.4,84.4,80.0,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-09,components,Compact issue row with chart preview,chronological sequence,"title, share series, dates, breadth",Chart scale and low coverage must be legible; context clear; relevance still needs ranking,4,4,4,5,3,5,5,84.4,84.0,83.6,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-04-10,components,Compact issue row with chart preview,preserve appearance; improve semantics,"title, share series, dates, breadth",Chart scale and low coverage must be legible; labels and keyboard states first,4,5,4,4,3,5,5,86.0,86.4,84.4,Requires deterministic derivation or new adjudicated semantic artifact; see data_needed,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-01,components,Context drawer with permanent evidence route,always visible compact row,bounded context and origin state,Drawer must preserve keyboard focus and deep link; limited room for caveat; open detail,3,5,5,5,4,5,4,87.6,90.0,87.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-02,components,Context drawer with permanent evidence route,full-width editorial card,bounded context and origin state,Drawer must preserve keyboard focus and deep link; readable bounded excerpt,3,5,4,5,4,5,4,84.8,85.2,85.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-03,components,Context drawer with permanent evidence route,inline expandable detail,bounded context and origin state,Drawer must preserve keyboard focus and deep link; expansion preserves place,3,5,4,5,4,5,4,84.8,85.2,85.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-04,components,Context drawer with permanent evidence route,side drawer plus permalink,bounded context and origin state,Drawer must preserve keyboard focus and deep link; focus and back stack require care,3,5,4,5,4,5,3,83.2,84.0,84.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-05,components,Context drawer with permanent evidence route,dedicated routed detail,bounded context and origin state,Drawer must preserve keyboard focus and deep link; extra navigation but source addressable,3,5,4,5,4,5,5,86.4,86.4,86.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-06,components,Context drawer with permanent evidence route,hover preview plus click detail,bounded context and origin state,"Drawer must preserve keyboard focus and deep link; hover enhancement only, never sole access",3,5,5,5,4,4,4,85.6,87.6,86.0,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-07,components,Context drawer with permanent evidence route,select-and-compare tray,bounded context and origin state,Drawer must preserve keyboard focus and deep link; state can distract from current task,3,5,4,5,5,5,3,85.2,85.6,87.2,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-08,components,Context drawer with permanent evidence route,pinned sidebar,bounded context and origin state,Drawer must preserve keyboard focus and deep link; moves below summary on mobile,3,5,5,5,4,4,4,85.6,87.6,86.0,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-09,components,Context drawer with permanent evidence route,chronological sequence,bounded context and origin state,Drawer must preserve keyboard focus and deep link; context clear; relevance still needs ranking,3,5,4,5,4,5,4,84.8,85.2,85.6,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-05-10,components,Context drawer with permanent evidence route,preserve appearance; improve semantics,bounded context and origin state,Drawer must preserve keyboard focus and deep link; labels and keyboard states first,3,5,4,5,4,5,5,86.4,86.4,86.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-06-01,components,Coverage badge with scoped drill-down,always visible compact row,"denominators, dates, scope IDs",Generic coverage destination defeats contextual promise; limited room for caveat; open detail,3,5,5,4,4,5,5,86.4,89.2,84.4,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
COM-06-02,components,Coverage badge with scoped drill-down,full-width editorial card,"denominators, dates, scope IDs",Generic coverage destination defeats contextual promise; readable bounded excerpt,3,5,4,4,4,5,5,83.6,84.4,82.8,Presentation-ready; substantive content depends on approved corpus,Trust and publication gates in 01-goals-and-rubric.md apply before release
